,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00402,hot_tale__hot_ale3_mid_37c__2,HOT ALE,hot_tale,hot_ale3_mid_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.833011,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F181_R2_37C_S44_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F181_R2_37C_S44_L008_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_37c,TRUE,TRUE
ecoli_00403,hot_tale__hot_ale3_mid_44c__1,HOT ALE,hot_tale,hot_ale3_mid_44c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.66749,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL031_S61_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL031_S61_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,hot_tale:hot_ale3_mid_44c,TRUE,TRUE
ecoli_00404,hot_tale__hot_ale3_mid_44c__2,HOT ALE,hot_tale,hot_ale3_mid_44c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.686846,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL032_S62_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL032_S62_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_44c,TRUE,TRUE
ecoli_00405,hot_tale__hot_ale3_30c__1,HOT ALE,hot_tale,hot_ale3_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.395072,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL017_S47_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL017_S47_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_30c,TRUE,TRUE
ecoli_00406,hot_tale__hot_ale3_30c__2,HOT ALE,hot_tale,hot_ale3_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.405645,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL018_S48_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL018_S48_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_30c,TRUE,TRUE
ecoli_00407,hot_tale__hot_ale3_37c__1,HOT ALE,hot_tale,hot_ale3_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.847425,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F228_R1_37C_S45_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F228_R1_37C_S45_L008_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_37c,TRUE,TRUE
ecoli_00408,hot_tale__hot_ale3_37c__2,HOT ALE,hot_tale,hot_ale3_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.818568,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F228_R2_37C_S46_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F228_R2_37C_S46_L008_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_37c,TRUE,TRUE
ecoli_00409,hot_tale__hot_ale3_44c__1,HOT ALE,hot_tale,hot_ale3_44c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.694697,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL033_S63_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL033_S63_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_44c,TRUE,TRUE
ecoli_00410,hot_tale__hot_ale3_44c__2,HOT ALE,hot_tale,hot_ale3_44c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.228.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.686675,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL034_S64_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL034_S64_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_44c,TRUE,TRUE
ecoli_00411,hot_tale__hot_ale4_30c__1,HOT ALE,hot_tale,hot_ale4_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.4.244.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.673874,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL019_S49_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL019_S49_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale4_30c,TRUE,TRUE
ecoli_00412,hot_tale__hot_ale4_30c__2,HOT ALE,hot_tale,hot_ale4_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.4.244.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.67467,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL020_S50_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL020_S50_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale4_30c,TRUE,TRUE
ecoli_00413,hot_tale__hot_ale4_37c__1,HOT ALE,hot_tale,hot_ale4_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.4.244.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.983847,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL001_S31_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL001_S31_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale4_37c,TRUE,TRUE
ecoli_00414,hot_tale__hot_ale4_37c__2,HOT ALE,hot_tale,hot_ale4_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.4.244.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.989487,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A4_F244_R1_37C_S47_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A4_F244_R1_37C_S47_L008_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale4_37c,TRUE,TRUE
ecoli_00415,hot_tale__hot_ale4_44c__1,HOT ALE,hot_tale,hot_ale4_44c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.4.244.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.82624,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A4_F244_R2_44C_S8_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A4_F244_R2_44C_S8_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale4_44c,TRUE,TRUE
ecoli_00416,hot_tale__hot_ale4_44c__2,HOT ALE,hot_tale,hot_ale4_44c,2,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.4.244.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.798433,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL035_S65_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL035_S65_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale4_44c,TRUE,TRUE
ecoli_00417,hot_tale__hot_ale8_30c__1,HOT ALE,hot_tale,hot_ale8_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.596872,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL021_S51_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL021_S51_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale8_30c,TRUE,TRUE
ecoli_00418,hot_tale__hot_ale8_30c__2,HOT ALE,hot_tale,hot_ale8_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.596703,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL022_S52_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL022_S52_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale8_30c,TRUE,TRUE
ecoli_00419,hot_tale__hot_ale8_37c__1,HOT ALE,hot_tale,hot_ale8_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.980013,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL002_S32_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL002_S32_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale8_37c,TRUE,TRUE
ecoli_00420,hot_tale__hot_ale8_37c__2,HOT ALE,hot_tale,hot_ale8_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.9666,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL003_S33_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL003_S33_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale8_37c,TRUE,TRUE
ecoli_00421,hot_tale__hot_ale8_44c__1,HOT ALE,hot_tale,hot_ale8_44c,1,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.784021,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R1_44C_S2_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R1_44C_S2_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale8_44c,TRUE,TRUE
ecoli_00422,hot_tale__hot_ale8_44c__2,HOT ALE,hot_tale,hot_ale8_44c,2,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.8.232.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.734168,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R2_44C_S3_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A8_F232_R2_44C_S3_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale8_44c,TRUE,TRUE
ecoli_00423,hot_tale__hot_ale9_mid_30c__1,HOT ALE,hot_tale,hot_ale9_mid_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.563889,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL023_S53_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL023_S53_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_mid_30c,TRUE,TRUE
ecoli_00424,hot_tale__hot_ale9_mid_30c__2,HOT ALE,hot_tale,hot_ale9_mid_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.574422,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL024_S54_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL024_S54_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_mid_30c,TRUE,TRUE
ecoli_00425,hot_tale__hot_ale9_30c__1,HOT ALE,hot_tale,hot_ale9_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.655026,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL025_S55_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL025_S55_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_30c,TRUE,TRUE
ecoli_00426,hot_tale__hot_ale9_30c__2,HOT ALE,hot_tale,hot_ale9_30c,2,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.647816,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL026_S56_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL026_S56_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_30c,TRUE,TRUE
ecoli_00427,hot_tale__hot_ale9_mid_37c__1,HOT ALE,hot_tale,hot_ale9_mid_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.98485,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL004_S34_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL004_S34_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_mid_37c,TRUE,TRUE
ecoli_00428,hot_tale__hot_ale9_mid_37c__2,HOT ALE,hot_tale,hot_ale9_mid_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,1.00164,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL005_S35_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL005_S35_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_mid_37c,TRUE,TRUE
ecoli_00429,hot_tale__hot_ale9_37c__1,HOT ALE,hot_tale,hot_ale9_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.984553,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL006_S36_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL006_S36_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_37c,TRUE,TRUE
ecoli_00430,hot_tale__hot_ale9_37c__2,HOT ALE,hot_tale,hot_ale9_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.991579,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL007_S37_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL007_S37_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_37c,TRUE,TRUE
ecoli_00431,hot_tale__hot_ale9_mid_44c__1,HOT ALE,hot_tale,hot_ale9_mid_44c,1,Ke Chen,Ke Chen,10/17/2018,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.782586,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL015_S42_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL015_S42_L002_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_mid_44c,TRUE,TRUE
ecoli_00432,hot_tale__hot_ale9_mid_44c__2,HOT ALE,hot_tale,hot_ale9_mid_44c,2,Ke Chen,Ke Chen,10/17/2018,Escherichia coli HOT_mutL.9.200.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.722815,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL016_S43_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL016_S43_L002_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_mid_44c,TRUE,TRUE
ecoli_00433,hot_tale__hot_ale9_44c__1,HOT ALE,hot_tale,hot_ale9_44c,1,Ke Chen,Ke Chen,10/17/2018,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.818413,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A9_F255_R2_44C_S1_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A9_F255_R2_44C_S1_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_44c,TRUE,TRUE
ecoli_00434,hot_tale__hot_ale9_44c__2,HOT ALE,hot_tale,hot_ale9_44c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.9.255.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.815102,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL017_S44_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL017_S44_L002_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale9_44c,TRUE,TRUE
ecoli_00435,hot_tale__hot_ale10_30c__1,HOT ALE,hot_tale,hot_ale10_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.490509,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL027_S57_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL027_S57_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale10_30c,TRUE,TRUE
ecoli_00436,hot_tale__hot_ale10_30c__2,HOT ALE,hot_tale,hot_ale10_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.495412,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL028_S58_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL028_S58_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale10_30c,TRUE,TRUE
ecoli_00437,hot_tale__hot_ale10_37c__1,HOT ALE,hot_tale,hot_ale10_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.859689,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL008_S38_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL008_S38_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale10_37c,TRUE,TRUE
ecoli_00438,hot_tale__hot_ale10_37c__2,HOT ALE,hot_tale,hot_ale10_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.859424,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL009_S39_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL009_S39_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale10_37c,TRUE,TRUE
ecoli_00439,hot_tale__hot_ale10_44c__1,HOT ALE,hot_tale,hot_ale10_44c,1,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.594501,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R1_44C_S6_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R1_44C_S6_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale10_44c,TRUE,TRUE
ecoli_00440,hot_tale__hot_ale10_44c__2,HOT ALE,hot_tale,hot_ale10_44c,2,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.10.210.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.606063,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R2_44C_S7_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A10_F210_R2_44C_S7_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale10_44c,TRUE,TRUE
ecoli_00441,hot_tale__hot_ale16_30c__1,HOT ALE,hot_tale,hot_ale16_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.549663,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL029_S59_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL029_S59_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale16_30c,TRUE,TRUE
ecoli_00442,hot_tale__hot_ale16_30c__2,HOT ALE,hot_tale,hot_ale16_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.573156,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL030_S60_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL030_S60_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale16_30c,TRUE,TRUE
ecoli_00443,hot_tale__hot_ale16_37c__1,HOT ALE,hot_tale,hot_ale16_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.979732,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL010_S40_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL010_S40_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale16_37c,TRUE,TRUE
